DEPT,ECGR,ATRX,ATRT,NPHI,CAL1,HDAR,HROM,DTSM,DTCO
4600.5,42.8228,3.5445,3.2769,12.4,6.0635,6.207,2.5112,132.6781,80.412
4601.0,60.1452,2.7997,2.6506,15.3,6.0765,6.2088,2.5277,135.1772,82.5646
4601.5,36.4007,2.8454,2.7274,12.28,6.0627,6.207,2.5127,114.1906,72.5366
4602.0,35.3279,3.5764,3.4379,10.16,6.0711,6.2088,2.5271,114.2432,70.752
4602.5,64.031,3.5706,3.4355,10.93,6.0625,6.2088,2.5094,133.2964,79.0781
4603.0,65.7979,2.8265,2.7658,15.13,6.0635,6.207,2.512,134.8186,81.1082
4603.5,51.9012,2.634,2.6342,13.93,6.0574,6.2088,2.5154,123.0868,76.852
4604.0,40.7956,2.9636,2.8827,11.91,6.1044,6.2106,2.4836,117.1739,74.4322
4604.5,41.0045,3.4718,3.2614,12.24,6.0755,6.207,2.4905,119.1929,74.3147
4605.0,48.8515,3.6405,3.3666,12.78,6.1053,6.2106,2.4951,125.0619,77.0949
4605.5,45.2134,3.7086,3.3231,12.87,6.1242,6.2124,2.5182,119.7927,74.5228
4606.0,39.7119,3.9585,3.5113,10.23,6.0949,6.2088,2.5005,111.8366,69.8249
4606.5,26.1454,4.2017,3.7555,8.25,6.0656,6.2088,2.4925,105.1568,68.947
4607.0,57.3895,3.7245,3.2875,18.71,6.0627,6.2088,2.4931,126.8903,78.3873
4607.5,39.2164,3.3036,3.0822,11.49,6.111,6.207,2.5059,120.1519,72.7598
4608.0,25.5444,5.016,4.5536,10.4,6.0994,6.2088,2.5194,115.3695,68.9256
4608.5,64.4568,4.8512,4.379,10.23,6.0788,6.2142,2.4944,124.9381,76.7448
4609.0,49.7263,3.2372,3.1224,10.4,6.1309,6.216,2.5112,117.6694,73.0589
4609.5,41.4126,3.4604,3.425,14.46,6.0941,6.2142,2.5045,119.8348,74.9258
4610.0,49.0143,3.4391,3.6068,10.7,6.0788,6.2071,2.4958,114.866,73.2611
4610.5,35.7509,3.6504,3.8701,10.78,6.0888,6.216,2.4835,112.3051,68.9116
4611.0,39.5603,4.0463,4.2242,11.93,6.0734,6.2052,2.4677,114.4387,72.5107
4611.5,33.0469,4.4409,4.4558,15.1,6.0666,6.2055,2.5123,112.1236,69.0229
4612.0,51.4694,4.6977,4.5457,12.17,6.065,6.2088,2.4883,122.0515,74.4451
4612.5,53.363,3.759,3.702,10.66,6.0882,6.2124,2.5055,118.765,74.3905
4613.0,33.4631,3.933,3.8581,14.25,6.101,6.2088,2.4898,115.4948,70.5741
4613.5,48.7793,3.9113,3.8251,12.13,6.0728,6.2124,2.5219,125.6719,78.3819
4614.0,50.0153,3.1547,3.1234,8.19,6.0788,6.2106,2.5406,128.3148,79.2699
4614.5,27.9285,3.6807,3.7035,7.08,6.0842,6.2106,2.5118,105.3563,66.3197
4615.0,32.9243,5.8841,5.8548,10.43,6.0275,6.2052,2.53,112.5174,68.0301
4615.5,53.4085,3.7794,3.7656,7.85,6.0743,6.2122,2.5182,127.0163,80.4417
4616.0,34.9957,4.1385,3.9988,9.45,6.0282,6.2055,2.5061,105.1788,64.6529
4616.5,56.4016,6.5421,4.8308,13.11,5.9992,6.2124,2.4998,119.5677,70.0336
4617.0,67.7949,3.2102,2.8796,15.39,5.9915,6.2124,2.5134,136.5056,80.8214
4617.5,63.6018,2.7367,2.6396,13.34,6.0244,6.2088,2.5069,134.1831,80.9097
4618.0,48.3785,2.9205,2.8406,10.4,6.0627,6.2142,2.5019,122.7866,77.4514
4618.5,34.3145,3.5562,3.1255,11.87,6.0344,6.2088,2.5063,113.4476,70.904
4619.0,40.3029,4.1096,3.6532,13.0,6.0332,6.2016,2.5384,115.2171,73.62
4619.5,44.4429,3.9073,4.1444,10.04,5.9999,6.2464,2.5632,121.7787,74.9134
4620.0,42.9911,3.6417,4.383,11.29,6.0663,6.2464,2.6418,113.6786,66.4423
4620.5,40.9779,4.202,4.8602,8.68,6.0734,6.2874,2.6407,110.2764,62.0701
4621.0,56.1123,6.2314,6.5467,20.14,6.026,6.3576,2.6323,111.94,62.7037
4621.5,98.7092,5.1438,4.9819,25.64,6.0738,6.3702,2.6771,168.993,84.9929
4622.0,113.6184,1.8632,1.7504,25.36,6.0635,6.2823,2.5849,200.9797,96.5634
4622.5,111.1176,1.0776,1.0145,25.15,6.0704,6.2877,2.5434,189.9951,98.4401
4623.0,105.1398,1.0286,0.9971,21.97,6.0803,6.2859,2.5684,176.2192,93.5996
4623.5,105.9564,1.22,1.2074,22.06,6.1002,6.2841,2.6183,170.8678,91.0289
4624.0,115.7613,1.6497,1.6067,21.16,6.0659,6.2925,2.5716,161.7958,88.4168
4624.5,109.4147,2.02,1.8987,25.2,6.0658,6.2874,2.5691,146.3773,81.008
4625.0,114.6403,1.7997,1.6888,24.75,6.0723,6.2891,2.5724,149.4186,82.535
4625.5,125.8482,1.5649,1.5069,23.94,6.0635,6.2877,2.5734,166.134,87.6715
4626.0,136.307,1.4955,1.4642,23.24,6.0734,6.2895,2.5807,167.4435,88.4852
4626.5,128.2323,1.4928,1.4574,19.25,6.0627,6.2895,2.621,169.2698,88.381
4627.0,127.466,1.5687,1.5234,20.12,6.0633,6.2877,2.5788,168.6735,90.3476
4627.5,124.3244,1.8247,1.8074,21.27,6.0688,6.2895,2.617,155.8357,85.2365
4628.0,110.4326,1.9147,1.9177,24.08,6.0313,6.2877,2.679,148.2594,83.8002
4628.5,112.3097,1.7735,1.7667,24.3,6.0285,6.2841,2.6276,148.561,82.3252
4629.0,106.2489,1.5672,1.5944,24.58,6.0688,6.2858,2.5674,157.3584,84.4766
4629.5,129.8311,1.5781,1.729,22.96,6.0267,6.2877,2.5975,169.6632,90.5286
4630.0,124.9967,1.8374,2.2384,23.11,6.0374,6.2877,2.5864,163.4235,88.8616
4630.5,117.1343,1.8016,2.1367,24.48,6.0635,6.2859,2.5776,159.0413,87.003
4631.0,121.5068,1.6786,1.7841,25.72,6.0313,6.2877,2.5981,160.9131,86.6836
4631.5,126.6483,1.4913,1.5052,25.87,6.0304,6.2895,2.5827,160.7511,87.0802
4632.0,130.6362,1.3319,1.3258,25.44,6.0344,6.2877,2.5863,170.2106,90.2735
4632.5,135.5146,1.3607,1.3344,26.25,6.0312,6.2859,2.6286,176.5713,92.4281
4633.0,131.1273,1.3917,1.3515,27.59,6.0741,6.2823,2.585,168.7891,89.4824
4633.5,140.4084,1.3581,1.3195,27.51,6.0514,6.2447,2.5269,171.4992,90.582
4634.0,130.1458,1.2982,1.2595,28.47,6.0724,6.2464,2.5941,176.026,91.2
4634.5,132.709,1.2392,1.2078,25.25,6.0672,6.25,2.5991,179.2398,93.3905
4635.0,141.0495,1.3363,1.3165,25.49,6.0635,6.2464,2.5794,184.9245,96.3736
4635.5,131.7234,1.6014,1.5817,22.95,6.0551,6.2482,2.6885,165.5034,88.3354
4636.0,129.0321,1.7469,1.7295,23.77,6.0704,6.2456,2.5858,161.042,86.9176
4636.5,129.1671,1.8185,1.7752,26.63,6.0627,6.2464,2.5807,158.7335,87.0522
4637.0,119.4621,1.6001,1.5621,25.98,6.0761,6.2518,2.5864,155.8778,83.2753
4637.5,136.4917,1.4701,1.4351,27.88,6.0505,6.2464,2.5903,174.164,92.4075
4638.0,145.4321,1.5089,1.4502,19.91,6.0727,6.2447,2.9267,175.9856,94.5444
4638.5,134.9773,1.5428,1.461,23.88,6.0826,6.2482,2.576,169.4438,93.5015
4639.0,125.4502,1.5138,1.4449,25.89,6.1043,6.2429,2.5912,164.4486,80.5385
4639.5,133.7669,1.4588,1.4227,26.01,6.1041,6.2447,2.6125,169.1792,89.1765
4640.0,145.5893,1.5299,1.4981,25.09,6.1102,6.2841,2.5799,170.1524,90.7481
4640.5,134.7887,1.5261,1.4904,26.66,6.1017,6.2877,2.5891,164.2338,86.9686
4641.0,135.3884,1.4613,1.4255,26.48,6.1125,6.2877,2.5763,169.464,89.4535
4641.5,137.2579,1.5015,1.4548,25.81,6.1158,6.2823,2.6219,173.8924,90.5372
4642.0,140.8581,1.6208,1.564,24.63,6.1079,6.2949,2.6099,168.9322,90.4452
4642.5,128.3867,1.6089,1.5559,25.28,6.1424,6.3226,2.5849,162.7113,86.5359
4643.0,157.6652,1.683,1.6117,26.05,6.1432,6.3271,2.6136,168.0963,89.3836
4643.5,156.2796,1.8761,1.8133,24.87,6.1393,6.3648,2.5633,164.6107,90.621
4644.0,155.6262,1.8793,1.8668,25.73,6.1477,6.3666,2.556,157.0163,83.0541
4644.5,187.1373,1.9323,1.9557,27.46,6.1446,6.3648,2.5833,167.265,88.7548
4645.0,166.157,1.9145,1.932,28.5,6.196,6.3684,2.5654,167.3119,88.4988
4645.5,167.1343,1.8894,1.904,28.8,6.1791,6.3666,2.5972,168.6134,88.3892
4646.0,160.482,1.9127,1.9293,26.76,6.182,6.3648,2.6057,170.0162,89.6229
4646.5,154.0808,1.9416,1.9563,26.75,6.183,6.3627,2.6021,167.0525,88.518
4647.0,153.7486,1.9386,1.9535,26.59,6.1784,6.363,2.607,166.7033,88.7836
4647.5,154.9545,1.8852,1.9,26.27,6.1776,6.3702,2.5865,166.1971,88.4142
4648.0,169.5181,1.8847,1.8933,25.84,6.1886,6.3988,2.5758,167.5248,88.9466
4648.5,182.1143,1.9615,1.9592,27.22,6.2156,6.406,2.5408,166.0693,88.9631
4649.0,173.7133,2.0079,2.0163,25.62,6.2212,6.4078,2.5816,162.4065,86.5435
4649.5,174.9768,2.0952,2.1325,26.1,6.2174,6.4062,2.578,162.1162,86.4107
4650.0,162.7868,2.2585,2.3145,26.34,6.1799,6.4436,2.5547,158.1112,84.9342
4650.5,155.4817,2.3165,2.3754,25.75,6.2221,6.4454,2.591,158.0483,86.3818
4651.0,155.5784,2.3011,2.3546,27.13,6.2373,6.4397,2.6042,155.7516,83.314
4651.5,150.8758,2.3272,2.365,26.9,6.2628,6.3644,2.5801,156.7559,84.6371
4652.0,144.9301,2.3988,2.4214,26.88,6.226,6.3627,2.5948,159.1144,84.823
4652.5,141.7679,2.501,2.4702,25.4,6.2174,6.3644,2.5966,161.4734,85.7458
4653.0,144.0768,2.4913,2.4024,25.91,6.2588,6.3666,2.5868,160.719,84.7229
4653.5,146.1312,2.4369,2.3149,26.02,6.2419,6.3611,2.584,161.0258,84.6654
4654.0,153.048,2.3366,2.2355,25.22,6.2182,6.3666,2.5808,165.497,87.0335
4654.5,153.5414,2.1967,2.1477,25.08,6.2144,6.3666,2.5925,165.2197,87.0894
4655.0,151.56,2.13,2.1161,26.17,6.2023,6.3648,2.5473,161.6548,86.4595
4655.5,151.7019,2.1349,2.1277,25.4,6.1776,6.3666,2.6789,162.0419,86.024
4656.0,161.2702,2.0554,2.0384,26.77,6.199,6.3627,2.575,163.5144,86.57
4656.5,152.5637,2.0861,2.069,26.5,6.1784,6.3694,2.5846,164.8035,86.9138
4657.0,158.274,2.2627,2.2656,26.53,6.1791,6.3684,2.5821,163.1668,87.2553
4657.5,149.4007,2.3833,2.3921,26.42,6.183,6.3952,2.5594,161.1975,86.9668
4658.0,153.6905,2.38,2.4171,26.56,6.183,6.4078,2.5314,156.4639,85.4576
4658.5,156.075,2.1986,2.2888,28.45,6.1788,6.406,2.543,158.4985,84.9896
4659.0,161.384,2.0557,2.1377,29.86,6.2059,6.3612,2.5737,175.8012,90.3411
4659.5,158.896,2.0753,2.1203,30.59,6.1378,6.3612,2.5878,172.9808,88.8965
4660.0,167.7982,2.1331,2.1577,29.11,6.1447,6.3702,2.5601,171.2523,90.4217
4660.5,179.7924,2.1899,2.2041,27.63,6.1401,6.3684,2.582,169.8309,89.4032
4661.0,172.2466,2.2027,2.2114,28.25,6.1401,6.3711,2.5723,165.7156,88.4262
4661.5,168.7034,2.2253,2.233,27.86,6.1117,6.3666,2.5178,166.9767,88.5009
4662.0,173.3895,2.2263,2.229,27.84,6.1025,6.3612,2.5656,165.1769,88.4504
4662.5,169.8301,2.1668,2.1614,27.24,6.1477,6.3611,2.5944,166.6522,88.6927
4663.0,176.7842,2.1141,2.1075,28.98,6.105,6.3666,2.599,167.9445,89.0661
4663.5,181.542,2.0909,2.0808,28.78,6.1041,6.3702,2.5505,170.2732,90.3703
4664.0,171.6343,2.0812,2.0719,28.93,6.1007,6.3684,2.5747,174.5637,91.5824
4664.5,176.7388,2.0772,2.0725,29.97,6.1087,6.3612,2.567,173.6191,91.042
4665.0,170.8447,2.0874,2.079,28.64,6.1026,6.3666,2.5772,174.3101,91.1534
4665.5,168.381,2.069,2.0521,29.04,6.1087,6.3684,2.5664,171.2955,90.5284
4666.0,166.3209,2.0105,1.988,29.15,6.1033,6.3666,2.6393,170.2574,90.358
4666.5,166.0528,1.8998,1.8802,30.22,6.1071,6.3648,2.5755,175.0096,90.5026
4667.0,172.9018,1.7682,1.7545,30.18,6.1079,6.3719,2.6075,171.2493,90.1926
4667.5,187.6392,1.8558,1.8464,32.54,6.0769,6.3611,2.6328,176.5613,90.8982
4668.0,170.173,2.0171,1.9911,29.53,6.0359,6.3666,2.5847,174.2653,90.5108
4668.5,178.1532,2.0405,1.973,30.1,6.0306,6.3648,2.5552,170.6947,89.5709
4669.0,173.8616,2.0085,1.9232,29.61,6.0328,6.3644,2.5707,171.224,90.4806
4669.5,176.9488,1.9753,1.8918,29.98,6.026,6.363,2.6006,170.7655,90.2761
4670.0,179.8611,1.9725,1.9169,29.39,6.0512,6.363,2.5624,173.7591,89.7558
4670.5,188.4196,1.9791,1.9509,28.98,6.0673,6.3678,2.5706,176.0068,91.5763
4671.0,181.3811,2.029,2.005,28.6,6.0742,6.3694,2.5651,176.3606,92.4489
4671.5,172.9017,2.1129,2.0984,28.48,6.1087,6.3644,2.5626,176.4755,92.4613
4672.0,171.7494,2.1252,2.12,28.35,6.1094,6.3719,2.573,176.2585,92.606
4672.5,181.5734,2.0886,2.0835,28.28,6.0275,6.363,2.5774,176.4886,92.6493
4673.0,172.569,2.1542,2.1468,28.63,6.0289,6.363,2.5694,176.0058,92.5036
4673.5,167.0538,2.1924,2.1902,28.24,6.0646,6.3702,2.5738,175.4225,92.3553
4674.0,167.0463,2.0982,2.1021,27.96,6.0616,6.3666,2.5512,174.3044,91.4916
4674.5,172.9459,2.0268,2.0249,29.27,6.0731,6.3719,2.564,175.8445,92.4514
4675.0,183.7344,2.0444,2.0211,28.81,6.0666,6.3648,2.538,177.2556,93.0823
4675.5,174.3556,2.1044,2.0712,28.72,6.0627,6.3648,2.5707,176.2442,92.758
4676.0,175.2254,2.1871,2.1637,30.03,6.0871,6.3684,2.562,176.0757,92.5348
4676.5,180.2754,2.2226,2.2154,28.43,6.0715,6.3644,2.5608,175.1113,92.4461
4677.0,194.0858,2.2223,2.2206,29.22,6.1033,6.3711,2.5505,175.6689,92.635
4677.5,189.3542,2.1788,2.1689,30.02,6.0681,6.3594,2.565,176.474,94.2928
4678.0,186.8783,2.1613,2.1454,29.44,6.0719,6.3486,2.5559,176.1235,93.0574
4678.5,179.7729,2.2155,2.1818,28.51,6.0566,6.3343,2.5543,175.6621,92.4003
4679.0,177.2937,2.2197,2.1689,29.43,6.0711,6.3218,2.5544,175.7096,92.5394
4679.5,175.4996,2.2175,2.1646,28.68,6.0558,6.32,2.5582,175.8018,92.433
4680.0,178.0424,2.221,2.1705,28.75,6.0711,6.3289,2.559,176.205,93.3266
4680.5,181.9885,2.1468,2.1111,29.11,6.0298,6.3271,2.5691,175.8223,92.5656
4681.0,180.4826,2.0934,2.0761,31.54,6.0546,6.3259,2.5547,176.7349,93.403
4681.5,187.0773,2.1588,2.1388,30.17,6.0673,6.3293,2.5932,176.3033,92.3863
4682.0,177.3377,2.2478,2.2156,29.23,6.026,6.32,2.5604,174.1885,92.2917
4682.5,176.5581,2.241,2.215,30.22,6.0344,6.3253,2.5509,174.8806,92.4759
4683.0,164.1323,2.192,2.173,29.23,6.0248,6.3276,2.5731,174.6373,91.6089
4683.5,175.4174,2.2066,2.1799,28.5,6.0328,6.32,2.5701,173.8464,91.2553
4684.0,170.2852,2.1718,2.1507,28.6,6.0314,6.3218,2.5468,175.3894,92.4477
4684.5,166.2854,2.1272,2.1163,30.05,6.0627,6.3289,2.553,175.9768,92.5639
4685.0,171.461,2.1257,2.1152,29.8,6.0589,6.3271,2.5822,175.9951,92.6336
4685.5,170.9723,2.1804,2.1571,30.0,6.0719,6.3226,2.5548,170.3938,90.6473
4686.0,165.9711,2.2126,2.1906,29.57,6.0635,6.3276,2.5573,171.4036,91.0586
4686.5,167.8394,2.2225,2.2,29.34,6.0652,6.3243,2.5515,172.8729,90.6422
4687.0,166.4575,2.2577,2.2273,29.06,6.0705,6.3293,2.6367,171.1917,92.5244
4687.5,164.278,2.2205,2.1936,28.58,6.124,6.3271,2.5437,176.3102,93.3562
